factId,propertyId,humanReadable,annotatedPassage,subjectStart,subjectEnd,subjectText,subjectUri,objectStart,objectEnd,objectText,objectUri
11761:1021:1023:1097:1102:9,9,<He> <EDUCATED_AT> <where>,"<He> then matriculated to the University of Miami on an academic scholarship, <where> he graduated Cum Laude with a Bachelor of Science.",1021,1023,He,,1097,1102,where,http://www.wikidata.org/entity/Q738258
2182:228:231:248:253:25,25,<she> <SPOUSE> <David>,Her calling to ministry began in her college years when <she> and her husband <David> received extensive training in biblical discipleship through their involvement with the Navigators Ministry.,228,231,she,,248,253,David,
2182:236:239:248:253:25,25,<her> <SPOUSE> <David>,Her calling to ministry began in her college years when she and <her> husband <David> received extensive training in biblical discipleship through their involvement with the Navigators Ministry.,236,239,her,,248,253,David,
2182:172:175:248:253:25,25,<Her> <SPOUSE> <David>,<Her> calling to ministry began in her college years when she and her husband <David> received extensive training in biblical discipleship through their involvement with the Navigators Ministry.,172,175,Her,,248,253,David,
2182:205:208:248:253:25,25,<her> <SPOUSE> <David>,Her calling to ministry began in <her> college years when she and her husband <David> received extensive training in biblical discipleship through their involvement with the Navigators Ministry.,205,208,her,,248,253,David,
2182:248:253:205:208:25,25,<David> <SPOUSE> <her>,Her calling to ministry began in <her> college years when she and her husband <David> received extensive training in biblical discipleship through their involvement with the Navigators Ministry.,248,253,David,,205,208,her,
2182:248:253:172:175:25,25,<David> <SPOUSE> <Her>,<Her> calling to ministry began in her college years when she and her husband <David> received extensive training in biblical discipleship through their involvement with the Navigators Ministry.,248,253,David,,172,175,Her,
2182:248:253:228:231:25,25,<David> <SPOUSE> <she>,Her calling to ministry began in her college years when <she> and her husband <David> received extensive training in biblical discipleship through their involvement with the Navigators Ministry.,248,253,David,,228,231,she,
2182:248:253:236:239:25,25,<David> <SPOUSE> <her>,Her calling to ministry began in her college years when she and <her> husband <David> received extensive training in biblical discipleship through their involvement with the Navigators Ministry.,248,253,David,,236,239,her,
5296:218:230:234:244:3,3,<James Massey> <EMPLOYEE_OR_MEMBER_OF> <ETH Zurich>,"In cryptography, the International Data Encryption Algorithm (IDEA), originally called Improved Proposed Encryption Standard (IPES), is a symmetric-key block cipher designed by <James Massey> of <ETH Zurich> and Xuejia Lai and was first described in 1991.",218,230,James Massey,http://www.wikidata.org/entity/Q251262,234,244,ETH Zurich,http://www.wikidata.org/entity/Q11942
24186:27:48:70:78:10,10,"<Bob ""Knuckles"" Irving> <NATIONALITY> <Canadian>","<Bob ""Knuckles"" Irving>, OM (born 1950) is a <Canadian> sportscaster and the radio play-by-play voice for the Canadian Football League's Winnipeg Blue Bombers.",27,48,"Bob ""Knuckles"" Irving",http://www.wikidata.org/entity/Q16238893,70,78,Canadian,http://www.wikidata.org/entity/Q16
5015:107:110:84:92:10,10,<who> <NATIONALITY> <American>,"Benjamin Peirce (/ˈpɜːrs/; April 4, 1809 – October 6, 1880) was an <American> mathematician <who> taught at Harvard University for approximately 50 years.",107,110,who,http://www.wikidata.org/entity/Q467611,84,92,American,http://www.wikidata.org/entity/Q30
5015:17:32:84:92:10,10,<Benjamin Peirce> <NATIONALITY> <American>,"<Benjamin Peirce> (/ˈpɜːrs/; April 4, 1809 – October 6, 1880) was an <American> mathematician who taught at Harvard University for approximately 50 years.",17,32,Benjamin Peirce,http://www.wikidata.org/entity/Q467611,84,92,American,http://www.wikidata.org/entity/Q30
5015:640:642:682:689:3,3,<he> <EMPLOYEE_OR_MEMBER_OF> <Harvard>,"In addition, <he> was instrumental in the development of <Harvard>'s science curriculum, served as the college librarian, and was director of the U.S. Coast Survey from 1867 to 1874.",640,642,he,http://www.wikidata.org/entity/Q467611,682,689,Harvard,http://www.wikidata.org/entity/Q13371
5015:640:642:769:786:3,3,<he> <EMPLOYEE_OR_MEMBER_OF> <U.S. Coast Survey>,"In addition, <he> was instrumental in the development of Harvard's science curriculum, served as the college librarian, and was director of the <U.S. Coast Survey> from 1867 to 1874.",640,642,he,http://www.wikidata.org/entity/Q467611,769,786,U.S. Coast Survey,http://www.wikidata.org/entity/Q5138211
5015:616:619:592:599:3,3,<his> <EMPLOYEE_OR_MEMBER_OF> <Harvard>,"He added astronomy to his portfolio in 1842, and remained as <Harvard> professor until <his> death.",616,619,his,http://www.wikidata.org/entity/Q467611,592,599,Harvard,http://www.wikidata.org/entity/Q13371
5015:531:533:592:599:3,3,<He> <EMPLOYEE_OR_MEMBER_OF> <Harvard>,"<He> added astronomy to his portfolio in 1842, and remained as <Harvard> professor until his death.",531,533,He,http://www.wikidata.org/entity/Q467611,592,599,Harvard,http://www.wikidata.org/entity/Q13371
5015:553:556:592:599:3,3,<his> <EMPLOYEE_OR_MEMBER_OF> <Harvard>,"He added astronomy to <his> portfolio in 1842, and remained as <Harvard> professor until his death.",553,556,his,http://www.wikidata.org/entity/Q467611,592,599,Harvard,http://www.wikidata.org/entity/Q13371
5015:435:437:426:433:3,3,<he> <EMPLOYEE_OR_MEMBER_OF> <Harvard>,"After graduating from <Harvard>, <he> remained as a tutor (1829), and was subsequently appointed professor of mathematics in 1831.",435,437,he,http://www.wikidata.org/entity/Q467611,426,433,Harvard,http://www.wikidata.org/entity/Q13371
17372:993:997:945:950:34,34,<Matt> <CHILD_OF> <Franz>,"<Franz>'s wife Annastazia came with the children, <Matt> in particular, 2 years later in 1882.",993,997,Matt,,945,950,Franz,
17372:993:997:958:968:34,34,<Matt> <CHILD_OF> <Annastazia>,"Franz's wife <Annastazia> came with the children, <Matt> in particular, 2 years later in 1882.",993,997,Matt,,958,968,Annastazia,
17372:1433:1442:1467:1474:11,11,<Annamaria> <PLACE_OF_RESIDENCE> <Hungary>,"Ironically, Jon's wife <Annamaria> grew up in Tiszauyvaros <Hungary>, not too far from either Eger or Tokay.",1433,1442,Annamaria,,1467,1474,Hungary,http://www.wikidata.org/entity/Q28
17372:1433:1442:1454:1466:11,11,<Annamaria> <PLACE_OF_RESIDENCE> <Tiszauyvaros>,"Ironically, Jon's wife <Annamaria> grew up in <Tiszauyvaros> Hungary, not too far from either Eger or Tokay.",1433,1442,Annamaria,,1454,1466,Tiszauyvaros,http://www.wikidata.org/entity/Q375097
17372:1422:1425:1433:1442:25,25,<Jon> <SPOUSE> <Annamaria>,"Ironically, <Jon>'s wife <Annamaria> grew up in Tiszauyvaros Hungary, not too far from either Eger or Tokay.",1422,1425,Jon,,1433,1442,Annamaria,
17372:1433:1442:1422:1425:25,25,<Annamaria> <SPOUSE> <Jon>,"Ironically, <Jon>'s wife <Annamaria> grew up in Tiszauyvaros Hungary, not too far from either Eger or Tokay.",1433,1442,Annamaria,,1422,1425,Jon,
29163:15:41:98:105:10,10,<Victor Mikhailovich Remsha> <NATIONALITY> <Russian>,"<Victor Mikhailovich Remsha> (born October 19, 1970 in the city of Krasnoyarsk) is a <Russian> businessman, known for being the founder and chairman of the board of Finam Investment Holding, a large Russian investment holding.",15,41,Victor Mikhailovich Remsha,http://www.wikidata.org/entity/Q14539181,98,105,Russian,http://www.wikidata.org/entity/Q159
29163:15:41:210:217:10,10,<Victor Mikhailovich Remsha> <NATIONALITY> <Russian>,"<Victor Mikhailovich Remsha> (born October 19, 1970 in the city of Krasnoyarsk) is a Russian businessman, known for being the founder and chairman of the board of Finam Investment Holding, a large <Russian> investment holding.",15,41,Victor Mikhailovich Remsha,http://www.wikidata.org/entity/Q14539181,210,217,Russian,http://www.wikidata.org/entity/Q159
13581:122:125:134:144:25,25,<her> <SPOUSE> <Oskar Vogt>,She and <her> husband <Oskar Vogt> are known for their extensive cytoarchetectonic studies on the brain.,122,125,her,http://www.wikidata.org/entity/Q272973,134,144,Oskar Vogt,http://www.wikidata.org/entity/Q63007
13581:114:117:134:144:25,25,<She> <SPOUSE> <Oskar Vogt>,<She> and her husband <Oskar Vogt> are known for their extensive cytoarchetectonic studies on the brain.,114,117,She,http://www.wikidata.org/entity/Q272973,134,144,Oskar Vogt,http://www.wikidata.org/entity/Q63007
13581:114:117:122:125:25,25,<She> <SPOUSE> <her>,<She> and <her> husband Oskar Vogt are known for their extensive cytoarchetectonic studies on the brain.,114,117,She,http://www.wikidata.org/entity/Q272973,122,125,her,http://www.wikidata.org/entity/Q272973
13581:134:144:122:125:25,25,<Oskar Vogt> <SPOUSE> <her>,She and <her> husband <Oskar Vogt> are known for their extensive cytoarchetectonic studies on the brain.,134,144,Oskar Vogt,http://www.wikidata.org/entity/Q63007,122,125,her,http://www.wikidata.org/entity/Q272973
13581:134:144:114:117:25,25,<Oskar Vogt> <SPOUSE> <She>,<She> and her husband <Oskar Vogt> are known for their extensive cytoarchetectonic studies on the brain.,134,144,Oskar Vogt,http://www.wikidata.org/entity/Q63007,114,117,She,http://www.wikidata.org/entity/Q272973
13581:122:125:114:117:25,25,<her> <SPOUSE> <She>,<She> and <her> husband Oskar Vogt are known for their extensive cytoarchetectonic studies on the brain.,122,125,her,http://www.wikidata.org/entity/Q272973,114,117,She,http://www.wikidata.org/entity/Q272973
1859:191:192:204:235:3,3,"<I> <EMPLOYEE_OR_MEMBER_OF> <Coldwell Banker United, Realtor>","<I> joined the <Coldwell Banker United, Realtor> team, because it is my goal to to help my clients find their ""DREAM HOME"".",191,192,I,,204,235,"Coldwell Banker United, Realtor",
1859:275:277:204:235:3,3,"<my> <EMPLOYEE_OR_MEMBER_OF> <Coldwell Banker United, Realtor>","I joined the <Coldwell Banker United, Realtor> team, because it is my goal to to help <my> clients find their ""DREAM HOME"".",275,277,my,,204,235,"Coldwell Banker United, Realtor",
1859:256:258:204:235:3,3,"<my> <EMPLOYEE_OR_MEMBER_OF> <Coldwell Banker United, Realtor>","I joined the <Coldwell Banker United, Realtor> team, because it is <my> goal to to help my clients find their ""DREAM HOME"".",256,258,my,,204,235,"Coldwell Banker United, Realtor",
17633:201:203:218:227:5,5,<It> <DATE_FOUNDED> <July 2005>,"<It> was formed in <July 2005> due to the acquisition of Glenvale Transport Limited (GTL), which in turn had initially been formed by ex-MTL managers bidding for company, following a Competition Commission ruling that Arriva must sell their newly acquired Gillmoss depot to preserve the competition within the Merseyside area.",201,203,It,,218,227,July 2005,
11141:188:214:238:245:6,6,<Association of Consultants> <HEADQUARTERS> <Estonia>,"The <Association of Consultants> is originally based in <Estonia>, but it is open to any management and entrepreneurship consultants who are interested in taking up certification path.",188,214,Association of Consultants,,238,245,Estonia,http://www.wikidata.org/entity/Q191
11141:251:253:238:245:6,6,<it> <HEADQUARTERS> <Estonia>,"The Association of Consultants is originally based in <Estonia>, but <it> is open to any management and entrepreneurship consultants who are interested in taking up certification path.",251,253,it,,238,245,Estonia,http://www.wikidata.org/entity/Q191
11141:28:54:74:78:5,5,<Association of Consultants> <DATE_FOUNDED> <1992>,<Association of Consultants> was established in <1992> as a body that gathers management and entrepreneurship consultants under a single umbrella organization.,28,54,Association of Consultants,,74,78,1992,
11141:89:93:74:78:5,5,<that> <DATE_FOUNDED> <1992>,Association of Consultants was established in <1992> as a body <that> gathers management and entrepreneurship consultants under a single umbrella organization.,89,93,that,,74,78,1992,
7760:741:760:718:722:5,5,<Statistical Bureau'> <DATE_FOUNDED> <1829>,"Although Statistik Austria was validated as Austria's institution for statistics research, the organization itself was already founded in <1829> as with the name '<Statistical Bureau'>.",741,760,Statistical Bureau',http://www.wikidata.org/entity/Q358870,718,722,1829,
7760:589:606:718:722:5,5,<Statistik Austria> <DATE_FOUNDED> <1829>,"Although <Statistik Austria> was validated as Austria's institution for statistics research, the organization itself was already founded in <1829> as with the name 'Statistical Bureau'.",589,606,Statistik Austria,http://www.wikidata.org/entity/Q358870,718,722,1829,
7760:688:694:718:722:5,5,<itself> <DATE_FOUNDED> <1829>,"Although Statistik Austria was validated as Austria's institution for statistics research, the organization <itself> was already founded in <1829> as with the name 'Statistical Bureau'.",688,694,itself,http://www.wikidata.org/entity/Q358870,718,722,1829,
16205:26:45:70:97:45,45,<David Fairlie Myles> <POLITICAL_AFFILIATION> <Scottish Conservative Party>,<David Fairlie Myles> (born 30 May 1925) is a <Scottish Conservative Party> politician.,26,45,David Fairlie Myles,http://www.wikidata.org/entity/Q5237871,70,97,Scottish Conservative Party,http://www.wikidata.org/entity/Q3243587
16205:310:315:344:357:45,45,<Myles> <POLITICAL_AFFILIATION> <Liberal Party>,"In 1983, the constituency was abolished by boundary changes and <Myles> stood unsuccessfully in the <Liberal Party> stronghold of Orkney and Shetland.",310,315,Myles,http://www.wikidata.org/entity/Q5237871,344,357,Liberal Party,http://www.wikidata.org/entity/Q622441
16205:233:244:199:222:45,45,<Hamish Watt> <POLITICAL_AFFILIATION> <Scottish National Party>,"Myles was elected Member of Parliament for Banffshire in 1979, gaining the seat from the <Scottish National Party> incumbent <Hamish Watt>.",233,244,Hamish Watt,http://www.wikidata.org/entity/Q5645403,199,222,Scottish National Party,http://www.wikidata.org/entity/Q10658
7901:144:146:185:189:5,5,<It> <DATE_FOUNDED> <1913>,<It> was founded at Baniapara of Bagura in <1913>.,144,146,It,http://www.wikidata.org/entity/Q19630683,185,189,1913,
5143:22:42:118:136:3,3,<George M. Whitesides> <EMPLOYEE_OR_MEMBER_OF> <Harvard University>,"<George M. Whitesides> (born August 3, 1939) is an American chemist and professor of chemistry at <Harvard University>.",22,42,George M. Whitesides,http://www.wikidata.org/entity/Q701501,118,136,Harvard University,http://www.wikidata.org/entity/Q13371
5143:22:42:49:63:15,15,"<George M. Whitesides> <DATE_OF_BIRTH> <August 3, 1939>","<George M. Whitesides> (born <August 3, 1939>) is an American chemist and professor of chemistry at Harvard University.",22,42,George M. Whitesides,http://www.wikidata.org/entity/Q701501,49,63,"August 3, 1939",
26289:75:105:202:206:5,5,<Football Union of the Interior> <DATE_FOUNDED> <1927>,"The Unión del Fútbol del Interior (English: <Football Union of the Interior>) or UFI is an association affiliated to the Paraguayan Football Association that was founded in <1927> to organize and govern football outside of Asunción, specifically on each of the different Departments of Paraguay.",75,105,Football Union of the Interior,,202,206,1927,
26289:110:113:202:206:5,5,<UFI> <DATE_FOUNDED> <1927>,"The Unión del Fútbol del Interior (English: Football Union of the Interior) or <UFI> is an association affiliated to the Paraguayan Football Association that was founded in <1927> to organize and govern football outside of Asunción, specifically on each of the different Departments of Paraguay.",110,113,UFI,,202,206,1927,
26289:182:186:202:206:5,5,<that> <DATE_FOUNDED> <1927>,"The Unión del Fútbol del Interior (English: Football Union of the Interior) or UFI is an association affiliated to the Paraguayan Football Association <that> was founded in <1927> to organize and govern football outside of Asunción, specifically on each of the different Departments of Paraguay.",182,186,that,,202,206,1927,
26289:35:64:202:206:5,5,<Unión del Fútbol del Interior> <DATE_FOUNDED> <1927>,"The <Unión del Fútbol del Interior> (English: Football Union of the Interior) or UFI is an association affiliated to the Paraguayan Football Association that was founded in <1927> to organize and govern football outside of Asunción, specifically on each of the different Departments of Paraguay.",35,64,Unión del Fútbol del Interior,,202,206,1927,
7969:135:137:157:164:11,11,<He> <PLACE_OF_RESIDENCE> <Cologne>,"<He> lives and works in <Cologne>, Germany.",135,137,He,http://www.wikidata.org/entity/Q19665303,157,164,Cologne,http://www.wikidata.org/entity/Q365
7969:135:137:166:173:11,11,<He> <PLACE_OF_RESIDENCE> <Germany>,"<He> lives and works in Cologne, <Germany>.",135,137,He,http://www.wikidata.org/entity/Q19665303,166,173,Germany,http://www.wikidata.org/entity/Q183
7969:17:32:47:54:12,12,<David Ostrowski> <PLACE_OF_BIRTH> <Cologne>,<David Ostrowski> (born 1981 in <Cologne>) is a German painter.He studied at Kunstakademie Düsseldorf with Albert Oehlen.,17,32,David Ostrowski,http://www.wikidata.org/entity/Q19665303,47,54,Cologne,http://www.wikidata.org/entity/Q365
7969:17:32:39:43:15,15,<David Ostrowski> <DATE_OF_BIRTH> <1981>,<David Ostrowski> (born <1981> in Cologne) is a German painter.He studied at Kunstakademie Düsseldorf with Albert Oehlen.,17,32,David Ostrowski,http://www.wikidata.org/entity/Q19665303,39,43,1981,
7969:17:32:90:114:9,9,<David Ostrowski> <EDUCATED_AT> <Kunstakademie Düsseldorf>,<David Ostrowski> (born 1981 in Cologne) is a German painter.He studied at <Kunstakademie Düsseldorf> with Albert Oehlen.,17,32,David Ostrowski,http://www.wikidata.org/entity/Q19665303,90,114,Kunstakademie Düsseldorf,http://www.wikidata.org/entity/Q662355
14899:217:231:134:154:3,3,<Alon Shtruzman> <EMPLOYEE_OR_MEMBER_OF> <Keshet International>,<Keshet International> was established in 2012 and is led by chief executive officer <Alon Shtruzman>.,217,231,Alon Shtruzman,http://www.wikidata.org/entity/Q19667708,134,154,Keshet International,wikidata.org/entity/Q19903373
14899:134:154:217:231:4,4,<Keshet International> <CEO> <Alon Shtruzman>,<Keshet International> was established in 2012 and is led by chief executive officer <Alon Shtruzman>.,134,154,Keshet International,wikidata.org/entity/Q19903373,217,231,Alon Shtruzman,http://www.wikidata.org/entity/Q19667708
11059:319:322:270:276:11,11,<her> <PLACE_OF_RESIDENCE> <Wabash>,"She recently moved from Madison and <Wabash> to this location, so you may already know <her>.",319,322,her,,270,276,Wabash,http://www.wikidata.org/entity/Q989967
11059:234:237:258:265:11,11,<She> <PLACE_OF_RESIDENCE> <Madison>,"<She> recently moved from <Madison> and Wabash to this location, so you may already know her.",234,237,She,,258,265,Madison,http://www.wikidata.org/entity/Q43788
11059:234:237:270:276:11,11,<She> <PLACE_OF_RESIDENCE> <Wabash>,"<She> recently moved from Madison and <Wabash> to this location, so you may already know her.",234,237,She,,270,276,Wabash,http://www.wikidata.org/entity/Q989967
11059:319:322:258:265:11,11,<her> <PLACE_OF_RESIDENCE> <Madison>,"She recently moved from <Madison> and Wabash to this location, so you may already know <her>.",319,322,her,,258,265,Madison,http://www.wikidata.org/entity/Q43788
7871:126:128:54:62:10,10,<He> <NATIONALITY> <Ghanaian>,"Apostle Kojo Sarfo (also spelt Safo) is a <Ghanaian> pastor, philanthropist, entrepreneur, innovator and inventor., <He> was born on 6 August 1948 at Bekwai in the Ashanti Region of Ghana.",126,128,He,http://www.wikidata.org/entity/Q19663444,54,62,Ghanaian,http://www.wikidata.org/entity/Q117
7871:43:47:54:62:10,10,<Safo> <NATIONALITY> <Ghanaian>,"Apostle Kojo Sarfo (also spelt <Safo>) is a <Ghanaian> pastor, philanthropist, entrepreneur, innovator and inventor., He was born on 6 August 1948 at Bekwai in the Ashanti Region of Ghana.",43,47,Safo,http://www.wikidata.org/entity/Q19663444,54,62,Ghanaian,http://www.wikidata.org/entity/Q117
7871:12:30:54:62:10,10,<Apostle Kojo Sarfo> <NATIONALITY> <Ghanaian>,"<Apostle Kojo Sarfo> (also spelt Safo) is a <Ghanaian> pastor, philanthropist, entrepreneur, innovator and inventor., He was born on 6 August 1948 at Bekwai in the Ashanti Region of Ghana.",12,30,Apostle Kojo Sarfo,http://www.wikidata.org/entity/Q19663444,54,62,Ghanaian,http://www.wikidata.org/entity/Q117
7871:250:285:292:294:2,2,<Kristo Asafo Christ Reformed Church> <FOUNDED_BY> <he>,He initially became known in Ghana as the founder of <Kristo Asafo Christ Reformed Church> which <he> founded in February 1971.,250,285,Kristo Asafo Christ Reformed Church,,292,294,he,http://www.wikidata.org/entity/Q19663444
7871:286:291:292:294:2,2,<which> <FOUNDED_BY> <he>,He initially became known in Ghana as the founder of Kristo Asafo Christ Reformed Church <which> <he> founded in February 1971.,286,291,which,,292,294,he,http://www.wikidata.org/entity/Q19663444
7871:286:291:197:199:2,2,<which> <FOUNDED_BY> <He>,<He> initially became known in Ghana as the founder of Kristo Asafo Christ Reformed Church <which> he founded in February 1971.,286,291,which,,197,199,He,http://www.wikidata.org/entity/Q19663444
7871:250:285:197:199:2,2,<Kristo Asafo Christ Reformed Church> <FOUNDED_BY> <He>,<He> initially became known in Ghana as the founder of <Kristo Asafo Christ Reformed Church> which he founded in February 1971.,250,285,Kristo Asafo Christ Reformed Church,,197,199,He,http://www.wikidata.org/entity/Q19663444
7871:250:285:306:319:5,5,<Kristo Asafo Christ Reformed Church> <DATE_FOUNDED> <February 1971>,He initially became known in Ghana as the founder of <Kristo Asafo Christ Reformed Church> which he founded in <February 1971>.,250,285,Kristo Asafo Christ Reformed Church,,306,319,February 1971,
7871:286:291:306:319:5,5,<which> <DATE_FOUNDED> <February 1971>,He initially became known in Ghana as the founder of Kristo Asafo Christ Reformed Church <which> he founded in <February 1971>.,286,291,which,,306,319,February 1971,
14:252:278:345:373:1,1,<Marconi Electronic Systems> <SUBSIDIARY_OF> <General Electric Company plc>,"Formed in 1977, in 1999 it purchased <Marconi Electronic Systems>, the defence electronics and naval shipbuilding subsidiary of the <General Electric Company plc>, to form BAE Systems.",252,278,Marconi Electronic Systems,http://www.wikidata.org/entity/Q6757785,345,373,General Electric Company plc,http://www.wikidata.org/entity/Q1208203
14:138:151:204:213:6,6,<Warwick House> <HEADQUARTERS> <Hampshire>,"Its head office was at <Warwick House> in the Farnborough Aerospace Centre in Farnborough, <Hampshire>.",138,151,Warwick House,,204,213,Hampshire,http://www.wikidata.org/entity/Q23204
14:138:151:191:202:6,6,<Warwick House> <HEADQUARTERS> <Farnborough>,"Its head office was at <Warwick House> in the Farnborough Aerospace Centre in <Farnborough>, Hampshire.",138,151,Warwick House,,191,202,Farnborough,http://www.wikidata.org/entity/Q547071
14:115:118:204:213:6,6,<Its> <HEADQUARTERS> <Hampshire>,"<Its> head office was at Warwick House in the Farnborough Aerospace Centre in Farnborough, <Hampshire>.",115,118,Its,,204,213,Hampshire,http://www.wikidata.org/entity/Q23204
14:115:118:191:202:6,6,<Its> <HEADQUARTERS> <Farnborough>,"<Its> head office was at Warwick House in the Farnborough Aerospace Centre in <Farnborough>, Hampshire.",115,118,Its,,191,202,Farnborough,http://www.wikidata.org/entity/Q547071
5231:244:250:312:373:3,3,"<Kinsey> <EMPLOYEE_OR_MEMBER_OF> <Kinsey Institute for Research in Sex, Gender and Reproduction>","<Kinsey> was a zoologist at Indiana University and the founder of the <Kinsey Institute for Research in Sex, Gender and Reproduction> (more widely known as the Kinsey Institute).",244,250,Kinsey,http://www.wikidata.org/entity/Q186561,312,373,"Kinsey Institute for Research in Sex, Gender and Reproduction",http://www.wikidata.org/entity/Q2547820
5231:244:250:270:288:3,3,<Kinsey> <EMPLOYEE_OR_MEMBER_OF> <Indiana University>,"<Kinsey> was a zoologist at <Indiana University> and the founder of the Kinsey Institute for Research in Sex, Gender and Reproduction (more widely known as the Kinsey Institute).",244,250,Kinsey,http://www.wikidata.org/entity/Q186561,270,288,Indiana University,http://www.wikidata.org/entity/Q6608367
5231:244:250:400:416:3,3,<Kinsey> <EMPLOYEE_OR_MEMBER_OF> <Kinsey Institute>,"<Kinsey> was a zoologist at Indiana University and the founder of the Kinsey Institute for Research in Sex, Gender and Reproduction (more widely known as the <Kinsey Institute>).",244,250,Kinsey,http://www.wikidata.org/entity/Q186561,400,416,Kinsey Institute,http://www.wikidata.org/entity/Q2547820
1461:287:290:329:344:1,1,"<DRX> <SUBSIDIARY_OF> <Connecture, Inc>","It operates as a wholly-owned subsidiary of <DRX>, in turn a wholly-owned subsidiary of <Connecture, Inc>.",287,290,DRX,,329,344,"Connecture, Inc",
1461:243:245:287:290:1,1,<It> <SUBSIDIARY_OF> <DRX>,"<It> operates as a wholly-owned subsidiary of <DRX>, in turn a wholly-owned subsidiary of Connecture, Inc.",243,245,It,,287,290,DRX,
4929:134:136:117:126:11,11,<he> <PLACE_OF_RESIDENCE> <Venezuela>,"He later moved to <Venezuela>, where <he> became a successful botanist and orchidologist.",134,136,he,http://www.wikidata.org/entity/Q2071618,117,126,Venezuela,http://www.wikidata.org/entity/Q717
4929:99:101:117:126:11,11,<He> <PLACE_OF_RESIDENCE> <Venezuela>,"<He> later moved to <Venezuela>, where he became a successful botanist and orchidologist.",99,101,He,http://www.wikidata.org/entity/Q2071618,117,126,Venezuela,http://www.wikidata.org/entity/Q717
4929:82:97:71:77:12,12,<Ernests Foldāts> <PLACE_OF_BIRTH> <Latvia>,"Dr. Ernesto Foldats Andins (1925 – 2003), was born in <Latvia>, as <Ernests Foldāts>.",82,97,Ernests Foldāts,http://www.wikidata.org/entity/Q2071618,71,77,Latvia,http://www.wikidata.org/entity/Q211
4929:82:97:45:49:15,15,<Ernests Foldāts> <DATE_OF_BIRTH> <1925>,"Dr. Ernesto Foldats Andins (<1925> – 2003), was born in Latvia, as <Ernests Foldāts>.",82,97,Ernests Foldāts,http://www.wikidata.org/entity/Q2071618,45,49,1925,
4929:21:43:71:77:12,12,<Ernesto Foldats Andins> <PLACE_OF_BIRTH> <Latvia>,"Dr. <Ernesto Foldats Andins> (1925 – 2003), was born in <Latvia>, as Ernests Foldāts.",21,43,Ernesto Foldats Andins,http://www.wikidata.org/entity/Q2071618,71,77,Latvia,http://www.wikidata.org/entity/Q211
4929:21:43:45:49:15,15,<Ernesto Foldats Andins> <DATE_OF_BIRTH> <1925>,"Dr. <Ernesto Foldats Andins> (<1925> – 2003), was born in Latvia, as Ernests Foldāts.",21,43,Ernesto Foldats Andins,http://www.wikidata.org/entity/Q2071618,45,49,1925,
16779:12:22:24:36:15,15,<Ivar Formo> <DATE_OF_BIRTH> <24 June 1951>,<Ivar Formo> (<24 June 1951> – 26 December 2006) was a Norwegian cross-country skier who competed during the 1970s.,12,22,Ivar Formo,,24,36,24 June 1951,
16779:93:96:24:36:15,15,<who> <DATE_OF_BIRTH> <24 June 1951>,Ivar Formo (<24 June 1951> – 26 December 2006) was a Norwegian cross-country skier <who> competed during the 1970s.,93,96,who,,24,36,24 June 1951,
7199:109:125:16:37:4,4,<KONE Corporation> <CEO> <Matti Juhani Alahuhta>,"<Matti Juhani Alahuhta> (born in Alahärmä, Finland on 22 June 1952) was the President & CEO of <KONE Corporation> (2005–2014) and former Member of Nokia's Executive Board (1993–2004).",109,125,KONE Corporation,http://www.wikidata.org/entity/Q1146592,16,37,Matti Juhani Alahuhta,http://www.wikidata.org/entity/Q1910612
1028:91:99:127:143:1,1,<IMM Star> <SUBSIDIARY_OF> <IMM Technologies>,"<IMM Star> is the daughter company of <IMM Technologies>, expert for BTL promotion, Media network operating & advertisement for the past 15 years in 32 countries world-wide.",91,99,IMM Star,,127,143,IMM Technologies,
30062:27:52:107:125:45,45,<Rangdi Wetterhus Krogstad> <POLITICAL_AFFILIATION> <Conservative Party>,<Rangdi Wetterhus Krogstad> (born 5 March 1966) is a Norwegian politician for the <Conservative Party>.,27,52,Rangdi Wetterhus Krogstad,wikidata.org/entity/Q17100404,107,125,Conservative Party,http://www.wikidata.org/entity/Q586364
17554:1239:1246:1228:1237:6,6,<Polaris> <HEADQUARTERS> <Minnesota>,"Proudly headquartered in <Minnesota>, <Polaris> serves more than 100 countries across the globe.",1239,1246,Polaris,,1228,1237,Minnesota,http://www.wikidata.org/entity/Q1527
3321:1238:1240:1342:1367:9,9,<He> <EDUCATED_AT> <Michigan State University>,<He> holds a master's degree in public relations management and a bachelor's degree in communication from <Michigan State University>.,1238,1240,He,,1342,1367,Michigan State University,http://www.wikidata.org/entity/Q270222
17376:15:16:22:30:10,10,<I> <NATIONALITY> <Canadian>,<I> am a <Canadian> artist who paints semi-representational and abstract subjects in watercolour and acrylic media.,15,16,I,,22,30,Canadian,http://www.wikidata.org/entity/Q16
17376:38:41:22:30:10,10,<who> <NATIONALITY> <Canadian>,I am a <Canadian> artist <who> paints semi-representational and abstract subjects in watercolour and acrylic media.,38,41,who,,22,30,Canadian,http://www.wikidata.org/entity/Q16
9428:280:283:274:279:9,9,<she> <EDUCATED_AT> <where>,"Emily is currently a student at San Francisco State University, <where> <she> is pursuing a degree in business administration and management.",280,283,she,,274,279,where,http://www.wikidata.org/entity/Q1256981
